level1_code,level1,level2_code,level2,manufacturing_other-manufacturing,mineral-extraction_rock-quarrying,agriculture_other-agricultural-soil-emissions,buildings_non-residential-onsite-fuel-usage,buildings_residential-onsite-fuel-usage,transportation_road-transportation-passenger,transportation_road-transportation-freight,transportation_railways,transportation_domestic-shipping,waste_solid-waste-disposal
01,北海道,01100,札幌市,"1,008 ",174 ,47 ,"3,824 ","4,744 ","1,249 ",725 ,115 ,0 ,168 
01,北海道,01202,函館市,349 ,22 ,22 ,454 ,606 ,203 ,123 ,14 ,232 ,32 
01,北海道,01203,小樽市,370 ,6 ,6 ,194 ,266 ,71 ,58 ,6 ,54 ,10 
01,北海道,01204,旭川市,377 ,31 ,45 ,604 ,769 ,276 ,182 ,19 ,0 ,16 
01,北海道,01205,室蘭市,838 ,11 ,1 ,149 ,191 ,67 ,40 ,5 ,40 ,12 
01,北海道,01206,釧路市,405 ,15 ,24 ,290 ,402 ,149 ,115 ,9 ,69 ,16 
01,北海道,01207,帯広市,280 ,19 ,51 ,339 ,389 ,162 ,122 ,10 ,0 ,15 
01,北海道,01208,北見市,164 ,13 ,59 ,204 ,267 ,109 ,98 ,7 ,0 ,11 
01,北海道,01209,夕張市,11 ,1 ,2 ,9 ,18 ,6 ,5 ,0 ,0 ,0 
01,北海道,01210,岩見沢市,142 ,7 ,37 ,122 ,177 ,66 ,59 ,5 ,0 ,12 
01,北海道,01211,網走市,96 ,3 ,33 ,63 ,78 ,32 ,31 ,2 ,4 ,0 
01,北海道,01212,留萌市,18 ,3 ,4 ,39 ,47 ,16 ,14 ,1 ,5 ,0 
01,北海道,01213,苫小牧市,"2,446 ",20 ,20 ,292 ,393 ,159 ,176 ,10 ,206 ,13 
01,北海道,01214,稚内市,112 ,5 ,18 ,59 ,75 ,28 ,30 ,2 ,40 ,0 
01,北海道,01215,美唄市,25 ,2 ,8 ,31 ,47 ,17 ,18 ,1 ,0 ,0 
01,北海道,01216,芦別市,30 ,1 ,9 ,15 ,30 ,10 ,9 ,1 ,0 ,0 
01,北海道,01217,江別市,151 ,7 ,20 ,139 ,257 ,88 ,49 ,7 ,0 ,19 
01,北海道,01218,赤平市,37 ,1 ,3 ,14 ,24 ,8 ,7 ,1 ,0 ,2 
01,北海道,01219,紋別市,172 ,2 ,12 ,35 ,50 ,19 ,21 ,1 ,3 ,3 
01,北海道,01220,士別市,26 ,3 ,20 ,29 ,39 ,16 ,20 ,1 ,0 ,0 
01,北海道,01221,名寄市,13 ,2 ,8 ,57 ,61 ,23 ,23 ,2 ,0 ,1 
01,北海道,01222,三笠市,26 ,1 ,5 ,12 ,20 ,6 ,6 ,0 ,0 ,0 
01,北海道,01223,根室市,94 ,2 ,20 ,38 ,53 ,22 ,25 ,1 ,3 ,6 
01,北海道,01224,千歳市,475 ,6 ,29 ,206 ,223 ,103 ,54 ,6 ,0 ,10 
01,北海道,01225,滝川市,22 ,4 ,5 ,66 ,91 ,33 ,25 ,2 ,0 ,6 
01,北海道,01226,砂川市,47 ,2 ,1 ,34 ,37 ,14 ,11 ,1 ,0 ,3 
01,北海道,01227,歌志内市,0 ,0 ,0 ,3 ,7 ,2 ,1 ,0 ,0 ,0 
01,北海道,01228,深川市,12 ,2 ,18 ,33 ,45 ,16 ,20 ,1 ,0 ,3 
01,北海道,01229,富良野市,12 ,2 ,23 ,39 ,45 ,19 ,23 ,1 ,0 ,0 
01,北海道,01230,登別市,38 ,4 ,2 ,57 ,104 ,39 ,23 ,3 ,0 ,8 
01,北海道,01231,恵庭市,269 ,4 ,16 ,96 ,151 ,57 ,33 ,4 ,0 ,6 
01,北海道,01233,伊達市,35 ,2 ,15 ,50 ,76 ,28 ,22 ,2 ,0 ,4 
01,北海道,01234,北広島市,182 ,4 ,6 ,94 ,122 ,50 ,52 ,3 ,0 ,0 
01,北海道,01235,石狩市,229 ,7 ,11 ,102 ,123 ,52 ,70 ,3 ,5 ,7 
01,北海道,01236,北斗市,124 ,5 ,9 ,62 ,96 ,41 ,37 ,3 ,0 ,2 
01,北海道,01303,当別町,47 ,1 ,12 ,22 ,33 ,14 ,15 ,1 ,0 ,0 
01,北海道,01304,新篠津村,0 ,0 ,5 ,4 ,6 ,3 ,6 ,0 ,0 ,0 
01,北海道,01331,松前町,8 ,1 ,3 ,8 ,16 ,5 ,4 ,0 ,1 ,1 
01,北海道,01332,福島町,5 ,1 ,1 ,4 ,8 ,3 ,3 ,0 ,0 ,0 
01,北海道,01333,知内町,11 ,0 ,4 ,4 ,9 ,4 ,5 ,0 ,0 ,0 
01,北海道,01334,木古内町,2 ,1 ,1 ,5 ,9 ,3 ,3 ,0 ,0 ,0 
01,北海道,01337,七飯町,40 ,2 ,7 ,30 ,61 ,25 ,22 ,2 ,0 ,2 
01,北海道,01343,鹿部町,22 ,0 ,1 ,4 ,8 ,3 ,5 ,0 ,0 ,0 
01,北海道,01345,森町,107 ,2 ,9 ,18 ,32 ,13 ,19 ,1 ,1 ,1 
01,北海道,01346,八雲町,73 ,2 ,15 ,23 ,35 ,14 ,19 ,1 ,0 ,1 
01,北海道,01347,長万部町,12 ,0 ,9 ,7 ,12 ,4 ,5 ,0 ,0 ,1 
01,北海道,01361,江差町,3 ,1 ,2 ,15 ,18 ,6 ,6 ,0 ,10 ,1 
01,北海道,01362,上ノ国町,5 ,1 ,5 ,4 ,10 ,4 ,4 ,0 ,0 ,0 
01,北海道,01363,厚沢部町,3 ,1 ,8 ,5 ,8 ,3 ,8 ,0 ,0 ,0 
01,北海道,01364,乙部町,5 ,1 ,2 ,4 ,8 ,3 ,3 ,0 ,0 ,0 
01,北海道,01367,奥尻町,1 ,0 ,0 ,5 ,6 ,2 ,3 ,0 ,10 ,0 
01,北海道,01370,今金町,1 ,1 ,4 ,7 ,10 ,4 ,7 ,0 ,0 ,1 
01,北海道,01371,せたな町,6 ,1 ,6 ,11 ,17 ,6 ,9 ,0 ,0 ,1 
01,北海道,01391,島牧村,0 ,0 ,1 ,2 ,3 ,1 ,2 ,0 ,0 ,0 
01,北海道,01392,寿都町,8 ,0 ,2 ,5 ,7 ,2 ,3 ,0 ,0 ,0 
01,北海道,01393,黒松内町,0 ,0 ,3 ,5 ,6 ,2 ,2 ,0 ,0 ,0 
01,北海道,01394,蘭越町,0 ,1 ,5 ,6 ,10 ,4 ,7 ,0 ,0 ,0 
01,北海道,01395,ニセコ町,3 ,0 ,2 ,10 ,12 ,5 ,6 ,0 ,0 ,0 
01,北海道,01396,真狩村,0 ,0 ,4 ,3 ,4 ,2 ,4 ,0 ,0 ,0 
01,北海道,01397,留寿都村,3 ,0 ,2 ,3 ,4 ,2 ,3 ,0 ,0 ,0 
01,北海道,01398,喜茂別町,0 ,0 ,1 ,3 ,5 ,2 ,3 ,0 ,0 ,0 
01,北海道,01399,京極町,12 ,0 ,4 ,5 ,6 ,3 ,4 ,0 ,0 ,0 
01,北海道,01400,倶知安町,11 ,2 ,8 ,37 ,39 ,14 ,17 ,1 ,0 ,0 
01,北海道,01401,共和町,11 ,1 ,4 ,5 ,12 ,5 ,9 ,0 ,0 ,1 
01,北海道,01402,岩内町,10 ,2 ,0 ,17 ,28 ,9 ,7 ,1 ,1 ,1 
01,北海道,01403,泊村,0 ,1 ,1 ,7 ,4 ,1 ,1 ,0 ,0 ,0 
01,北海道,01404,神恵内村,0 ,0 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 
01,北海道,01405,積丹町,0 ,0 ,1 ,3 ,4 ,1 ,2 ,0 ,0 ,0 
01,北海道,01406,古平町,7 ,0 ,2 ,3 ,7 ,2 ,2 ,0 ,0 ,0 
01,北海道,01407,仁木町,19 ,0 ,8 ,5 ,7 ,2 ,5 ,0 ,0 ,0 
01,北海道,01408,余市町,14 ,1 ,6 ,27 ,41 ,14 ,13 ,1 ,0 ,1 
01,北海道,01409,赤井川村,0 ,0 ,2 ,3 ,3 ,1 ,2 ,0 ,0 ,0 
01,北海道,01423,南幌町,9 ,1 ,8 ,9 ,15 ,7 ,10 ,0 ,0 ,0 
01,北海道,01424,奈井江町,52 ,1 ,5 ,6 ,12 ,4 ,5 ,0 ,0 ,1 
01,北海道,01425,上砂川町,9 ,0 ,0 ,3 ,7 ,2 ,1 ,0 ,0 ,0 
01,北海道,01427,由仁町,20 ,0 ,10 ,6 ,10 ,5 ,8 ,0 ,0 ,0 
01,北海道,01428,長沼町,6 ,1 ,15 ,17 ,21 ,10 ,16 ,1 ,0 ,0 
01,北海道,01429,栗山町,18 ,1 ,16 ,15 ,25 ,10 ,12 ,1 ,0 ,0 
01,北海道,01430,月形町,1 ,0 ,4 ,6 ,7 ,2 ,4 ,0 ,0 ,0 
01,北海道,01431,浦臼町,0 ,0 ,6 ,2 ,3 ,1 ,3 ,0 ,0 ,0 
01,北海道,01432,新十津川町,1 ,1 ,2 ,8 ,13 ,5 ,8 ,0 ,0 ,1 
01,北海道,01433,妹背牛町,10 ,0 ,4 ,3 ,6 ,2 ,4 ,0 ,0 ,0 
01,北海道,01434,秩父別町,1 ,0 ,5 ,3 ,5 ,2 ,4 ,0 ,0 ,0 
01,北海道,01436,雨竜町,0 ,0 ,4 ,4 ,5 ,2 ,4 ,0 ,0 ,0 
01,北海道,01437,北竜町,0 ,0 ,6 ,2 ,3 ,2 ,3 ,0 ,0 ,0 
01,北海道,01438,沼田町,1 ,0 ,5 ,4 ,6 ,3 ,5 ,0 ,0 ,0 
01,北海道,01452,鷹栖町,6 ,1 ,6 ,11 ,13 ,6 ,8 ,0 ,0 ,0 
01,北海道,01453,東神楽町,7 ,1 ,9 ,13 ,19 ,11 ,8 ,1 ,0 ,2 
01,北海道,01454,当麻町,12 ,0 ,10 ,7 ,13 ,5 ,9 ,0 ,0 ,2 
01,北海道,01455,比布町,2 ,0 ,6 ,5 ,8 ,3 ,5 ,0 ,0 ,1 
01,北海道,01456,愛別町,3 ,0 ,12 ,3 ,6 ,2 ,3 ,0 ,0 ,1 
01,北海道,01457,上川町,2 ,0 ,5 ,7 ,8 ,3 ,3 ,0 ,0 ,1 
01,北海道,01458,東川町,25 ,1 ,13 ,10 ,18 ,7 ,7 ,1 ,0 ,1 
01,北海道,01459,美瑛町,16 ,1 ,14 ,15 ,21 ,9 ,13 ,1 ,0 ,1 
01,北海道,01460,上富良野町,12 ,1 ,10 ,19 ,23 ,9 ,8 ,1 ,0 ,1 
01,北海道,01461,中富良野町,1 ,0 ,6 ,6 ,9 ,4 ,6 ,0 ,0 ,0 
01,北海道,01462,南富良野町,2 ,0 ,5 ,4 ,6 ,2 ,3 ,0 ,0 ,0 
01,北海道,01463,占冠村,0 ,0 ,1 ,4 ,4 ,1 ,1 ,0 ,0 ,0 
01,北海道,01464,和寒町,2 ,0 ,5 ,4 ,7 ,3 ,5 ,0 ,0 ,0 
01,北海道,01465,剣淵町,1 ,0 ,1 ,4 ,6 ,3 ,5 ,0 ,0 ,0 
01,北海道,01468,下川町,7 ,1 ,6 ,4 ,7 ,3 ,3 ,0 ,0 ,0 
01,北海道,01469,美深町,3 ,1 ,5 ,7 ,9 ,3 ,5 ,0 ,0 ,0 
01,北海道,01470,音威子府村,1 ,0 ,0 ,1 ,2 ,1 ,1 ,0 ,0 ,0 
01,北海道,01471,中川町,0 ,0 ,1 ,2 ,3 ,1 ,2 ,0 ,0 ,0 
01,北海道,01472,幌加内町,2 ,0 ,3 ,2 ,3 ,1 ,2 ,0 ,0 ,0 
01,北海道,01481,増毛町,19 ,0 ,7 ,4 ,9 ,3 ,3 ,0 ,1 ,0 
01,北海道,01482,小平町,1 ,0 ,10 ,4 ,7 ,2 ,3 ,0 ,0 ,0 
01,北海道,01483,苫前町,4 ,0 ,7 ,4 ,6 ,2 ,4 ,0 ,0 ,0 
01,北海道,01484,羽幌町,9 ,1 ,12 ,11 ,15 ,5 ,8 ,0 ,5 ,0 
01,北海道,01485,初山別村,0 ,0 ,4 ,1 ,2 ,1 ,2 ,0 ,0 ,0 
01,北海道,01486,遠別町,3 ,0 ,8 ,3 ,6 ,2 ,4 ,0 ,0 ,0 
01,北海道,01487,天塩町,0 ,1 ,5 ,5 ,6 ,3 ,4 ,0 ,1 ,0 
01,北海道,01511,猿払村,25 ,0 ,12 ,3 ,5 ,3 ,4 ,0 ,0 ,0 
01,北海道,01512,浜頓別町,21 ,1 ,6 ,6 ,8 ,3 ,5 ,0 ,0 ,1 
01,北海道,01513,中頓別町,0 ,0 ,2 ,3 ,4 ,1 ,2 ,0 ,0 ,0 
01,北海道,01514,枝幸町,48 ,1 ,7 ,11 ,17 ,7 ,12 ,0 ,1 ,1 
01,北海道,01516,豊富町,16 ,1 ,5 ,6 ,8 ,4 ,5 ,0 ,0 ,0 
01,北海道,01517,礼文町,6 ,0 ,1 ,4 ,5 ,2 ,3 ,0 ,26 ,0 
01,北海道,01518,利尻町,2 ,0 ,0 ,4 ,4 ,1 ,3 ,0 ,3 ,0 
01,北海道,01519,利尻富士町,3 ,1 ,0 ,4 ,5 ,2 ,4 ,0 ,27 ,0 
01,北海道,01520,幌延町,26 ,0 ,1 ,5 ,5 ,2 ,2 ,0 ,0 ,0 
01,北海道,01543,美幌町,41 ,1 ,11 ,28 ,41 ,18 ,20 ,1 ,0 ,0 
01,北海道,01544,津別町,49 ,0 ,11 ,5 ,9 ,4 ,6 ,0 ,0 ,0 
01,北海道,01545,斜里町,71 ,1 ,21 ,18 ,24 ,11 ,15 ,1 ,0 ,0 
01,北海道,01546,清里町,0 ,0 ,3 ,4 ,8 ,4 ,6 ,0 ,0 ,0 
01,北海道,01547,小清水町,6 ,0 ,15 ,6 ,9 ,5 ,10 ,0 ,0 ,0 
01,北海道,01549,訓子府町,11 ,0 ,4 ,6 ,9 ,5 ,8 ,0 ,0 ,0 
01,北海道,01550,置戸町,2 ,0 ,7 ,4 ,6 ,3 ,4 ,0 ,0 ,0 
01,北海道,01552,佐呂間町,85 ,0 ,10 ,6 ,10 ,5 ,8 ,0 ,0 ,0 
01,北海道,01555,遠軽町,17 ,2 ,13 ,32 ,43 ,17 ,16 ,1 ,0 ,0 
01,北海道,01559,湧別町,50 ,1 ,13 ,10 ,17 ,8 ,13 ,0 ,0 ,0 
01,北海道,01560,滝上町,2 ,0 ,6 ,4 ,6 ,2 ,3 ,0 ,0 ,0 
01,北海道,01561,興部町,20 ,1 ,8 ,5 ,8 ,4 ,6 ,0 ,0 ,0 
01,北海道,01562,西興部村,3 ,0 ,1 ,2 ,3 ,1 ,1 ,0 ,0 ,0 
01,北海道,01563,雄武町,36 ,0 ,7 ,5 ,9 ,4 ,7 ,0 ,0 ,0 
01,北海道,01564,大空町,6 ,1 ,17 ,10 ,13 ,8 ,13 ,0 ,0 ,0 
01,北海道,01571,豊浦町,0 ,0 ,7 ,5 ,9 ,3 ,4 ,0 ,0 ,1 
01,北海道,01575,壮瞥町,0 ,0 ,4 ,6 ,6 ,2 ,3 ,0 ,0 ,1 
01,北海道,01578,白老町,107 ,1 ,20 ,22 ,40 ,14 ,14 ,1 ,3 ,0 
01,北海道,01581,厚真町,16 ,1 ,10 ,7 ,9 ,4 ,10 ,0 ,206 ,0 
01,北海道,01584,洞爺湖町,15 ,1 ,4 ,17 ,20 ,7 ,8 ,0 ,0 ,1 
01,北海道,01585,安平町,38 ,1 ,11 ,12 ,17 ,7 ,10 ,0 ,0 ,0 
01,北海道,01586,むかわ町,9 ,1 ,23 ,10 ,17 ,8 ,15 ,0 ,0 ,1 
01,北海道,01601,日高町,22 ,1 ,43 ,16 ,27 ,12 ,16 ,1 ,0 ,1 
01,北海道,01602,平取町,2 ,1 ,8 ,7 ,10 ,5 ,9 ,0 ,0 ,1 
01,北海道,01604,新冠町,4 ,1 ,27 ,6 ,12 ,5 ,8 ,0 ,0 ,1 
01,北海道,01607,浦河町,6 ,1 ,39 ,22 ,29 ,11 ,15 ,1 ,2 ,1 
01,北海道,01608,様似町,8 ,1 ,9 ,4 ,9 ,4 ,5 ,0 ,0 ,0 
01,北海道,01609,えりも町,5 ,0 ,15 ,5 ,9 ,4 ,8 ,0 ,0 ,0 
01,北海道,01610,新ひだか町,6 ,3 ,39 ,34 ,49 ,20 ,23 ,1 ,0 ,3 
01,北海道,01631,音更町,140 ,4 ,24 ,53 ,90 ,43 ,38 ,3 ,0 ,4 
01,北海道,01632,士幌町,44 ,1 ,17 ,8 ,12 ,7 ,12 ,0 ,0 ,0 
01,北海道,01633,上士幌町,6 ,1 ,18 ,7 ,11 ,5 ,8 ,0 ,0 ,0 
01,北海道,01634,鹿追町,1 ,0 ,16 ,8 ,11 ,6 ,9 ,0 ,0 ,0 
01,北海道,01635,新得町,8 ,0 ,18 ,10 ,14 ,6 ,7 ,0 ,0 ,1 
01,北海道,01636,清水町,46 ,1 ,25 ,12 ,20 ,9 ,13 ,1 ,0 ,0 
01,北海道,01637,芽室町,153 ,1 ,40 ,30 ,35 ,19 ,36 ,1 ,0 ,2 
01,北海道,01638,中札内村,39 ,0 ,16 ,6 ,8 ,4 ,6 ,0 ,0 ,0 
01,北海道,01639,更別村,5 ,0 ,5 ,4 ,6 ,4 ,7 ,0 ,0 ,0 
01,北海道,01641,大樹町,26 ,1 ,24 ,9 ,12 ,6 ,9 ,0 ,0 ,1 
01,北海道,01642,広尾町,37 ,1 ,14 ,9 ,14 ,6 ,9 ,0 ,4 ,1 
01,北海道,01643,幕別町,46 ,2 ,26 ,30 ,55 ,26 ,29 ,2 ,0 ,2 
01,北海道,01644,池田町,21 ,1 ,5 ,9 ,14 ,6 ,8 ,0 ,0 ,0 
01,北海道,01645,豊頃町,1 ,0 ,10 ,3 ,6 ,3 ,8 ,0 ,0 ,0 
01,北海道,01646,本別町,50 ,1 ,8 ,10 ,15 ,7 ,11 ,0 ,0 ,1 
01,北海道,01647,足寄町,7 ,1 ,9 ,10 ,15 ,6 ,10 ,0 ,0 ,1 
01,北海道,01648,陸別町,2 ,0 ,7 ,4 ,6 ,2 ,4 ,0 ,0 ,0 
01,北海道,01649,浦幌町,31 ,0 ,17 ,6 ,10 ,5 ,9 ,0 ,0 ,0 
01,北海道,01661,釧路町,24 ,3 ,6 ,36 ,42 ,20 ,19 ,1 ,0 ,2 
01,北海道,01662,厚岸町,28 ,1 ,10 ,13 ,18 ,9 ,11 ,1 ,0 ,1 
01,北海道,01663,浜中町,80 ,1 ,9 ,6 ,11 ,6 ,11 ,0 ,0 ,0 
01,北海道,01664,標茶町,39 ,1 ,18 ,10 ,16 ,8 ,14 ,0 ,0 ,1 
01,北海道,01665,弟子屈町,6 ,1 ,6 ,11 ,16 ,7 ,9 ,0 ,0 ,1 
01,北海道,01667,鶴居村,2 ,0 ,9 ,4 ,5 ,3 ,4 ,0 ,0 ,0 
01,北海道,01668,白糠町,75 ,1 ,7 ,10 ,17 ,7 ,10 ,0 ,0 ,1 
01,北海道,01691,別海町,142 ,1 ,42 ,20 ,29 ,16 ,26 ,1 ,0 ,1 
01,北海道,01692,中標津町,34 ,4 ,22 ,42 ,50 ,25 ,30 ,1 ,0 ,2 
01,北海道,01693,標津町,21 ,1 ,13 ,7 ,10 ,5 ,8 ,0 ,0 ,1 
01,北海道,01694,羅臼町,30 ,0 ,25 ,6 ,9 ,4 ,7 ,0 ,0 ,1 
02,青森県,02201,青森市,244 ,32 ,17 ,462 ,668 ,219 ,167 ,16 ,190 ,33 
02,青森県,02202,弘前市,376 ,15 ,35 ,277 ,393 ,137 ,136 ,10 ,0 ,23 
02,青森県,02203,八戸市,"1,034 ",31 ,46 ,362 ,537 ,194 ,156 ,13 ,127 ,35 
02,青森県,02204,黒石市,85 ,3 ,10 ,37 ,68 ,28 ,32 ,2 ,0 ,3 
02,青森県,02205,五所川原市,67 ,8 ,13 ,76 ,125 ,46 ,50 ,3 ,0 ,5 
02,青森県,02206,十和田市,115 ,11 ,33 ,85 ,137 ,56 ,66 ,3 ,7 ,6 
02,青森県,02207,三沢市,155 ,6 ,19 ,62 ,95 ,37 ,27 ,2 ,0 ,5 
02,青森県,02208,むつ市,17 ,8 ,17 ,75 ,139 ,47 ,40 ,3 ,28 ,9 
02,青森県,02209,つがる市,9 ,4 ,20 ,31 ,66 ,27 ,46 ,2 ,0 ,2 
02,青森県,02210,平川市,141 ,3 ,12 ,26 ,60 ,25 ,33 ,2 ,0 ,3 
02,青森県,02301,平内町,15 ,1 ,2 ,9 ,23 ,8 ,10 ,1 ,0 ,0 
02,青森県,02303,今別町,0 ,1 ,1 ,2 ,7 ,2 ,2 ,0 ,0 ,0 
02,青森県,02304,蓬田村,0 ,0 ,2 ,2 ,6 ,2 ,3 ,0 ,0 ,0 
02,青森県,02307,外ヶ浜町,8 ,1 ,10 ,6 ,13 ,4 ,5 ,0 ,0 ,1 
02,青森県,02321,鰺ヶ沢町,4 ,1 ,4 ,11 ,21 ,7 ,11 ,1 ,0 ,1 
02,青森県,02323,深浦町,1 ,1 ,10 ,7 ,17 ,6 ,9 ,0 ,0 ,1 
02,青森県,02343,西目屋村,0 ,0 ,4 ,1 ,3 ,1 ,2 ,0 ,0 ,0 
02,青森県,02361,藤崎町,11 ,2 ,4 ,14 ,30 ,13 ,15 ,1 ,0 ,2 
02,青森県,02362,大鰐町,5 ,1 ,3 ,7 ,20 ,7 ,8 ,1 ,0 ,1 
02,青森県,02367,田舎館村,24 ,1 ,3 ,5 ,14 ,6 ,8 ,0 ,0 ,1 
02,青森県,02381,板柳町,8 ,1 ,4 ,11 ,27 ,11 ,16 ,1 ,0 ,1 
02,青森県,02384,鶴田町,18 ,1 ,5 ,10 ,26 ,10 ,15 ,1 ,0 ,1 
02,青森県,02387,中泊町,2 ,3 ,11 ,8 ,24 ,8 ,14 ,1 ,0 ,1 
02,青森県,02401,野辺地町,13 ,2 ,2 ,15 ,31 ,10 ,9 ,1 ,0 ,2 
02,青森県,02402,七戸町,17 ,2 ,14 ,16 ,33 ,13 ,19 ,1 ,0 ,2 
02,青森県,02405,六戸町,30 ,2 ,8 ,8 ,23 ,10 ,14 ,1 ,0 ,1 
02,青森県,02406,横浜町,33 ,1 ,6 ,4 ,10 ,4 ,6 ,0 ,0 ,1 
02,青森県,02408,東北町,15 ,3 ,15 ,17 ,35 ,15 ,23 ,1 ,0 ,2 
02,青森県,02411,六ヶ所村,328 ,7 ,10 ,26 ,24 ,12 ,17 ,1 ,2 ,2 
02,青森県,02412,おいらせ町,76 ,3 ,22 ,25 ,53 ,24 ,21 ,1 ,0 ,2 
02,青森県,02423,大間町,3 ,2 ,3 ,7 ,12 ,4 ,5 ,0 ,7 ,1 
02,青森県,02424,東通村,7 ,2 ,7 ,7 ,14 ,5 ,8 ,0 ,9 ,1 
02,青森県,02425,風間浦村,1 ,0 ,0 ,1 ,4 ,1 ,2 ,0 ,0 ,1 
02,青森県,02426,佐井村,0 ,0 ,1 ,2 ,4 ,1 ,2 ,0 ,0 ,1 
02,青森県,02441,三戸町,35 ,1 ,6 ,10 ,20 ,8 ,13 ,1 ,0 ,1 
02,青森県,02442,五戸町,41 ,2 ,10 ,13 ,34 ,14 ,21 ,1 ,0 ,1 
02,青森県,02443,田子町,22 ,1 ,5 ,4 ,10 ,5 ,10 ,0 ,0 ,1 
02,青森県,02445,南部町,26 ,2 ,5 ,14 ,36 ,15 ,21 ,1 ,0 ,2 
02,青森県,02446,階上町,23 ,2 ,11 ,9 ,29 ,12 ,11 ,1 ,0 ,2 
02,青森県,02450,新郷村,0 ,0 ,1 ,2 ,4 ,2 ,5 ,0 ,0 ,0 
03,岩手県,03201,盛岡市,111 ,31 ,33 ,541 ,560 ,240 ,150 ,17 ,0 ,44 
03,岩手県,03202,宮古市,71 ,6 ,12 ,66 ,93 ,41 ,48 ,3 ,1 ,6 
03,岩手県,03203,大船渡市,49 ,6 ,7 ,47 ,60 ,32 ,38 ,2 ,11 ,4 
03,岩手県,03205,花巻市,221 ,9 ,39 ,115 ,157 ,90 ,87 ,5 ,0 ,7 
03,岩手県,03206,北上市,581 ,11 ,15 ,135 ,165 ,91 ,77 ,5 ,0 ,8 
03,岩手県,03207,久慈市,51 ,6 ,20 ,43 ,63 ,29 ,36 ,2 ,1 ,4 
03,岩手県,03208,遠野市,82 ,4 ,17 ,26 ,43 ,22 ,30 ,1 ,0 ,12 
03,岩手県,03209,一関市,195 ,13 ,40 ,132 ,188 ,105 ,118 ,6 ,0 ,13 
03,岩手県,03210,陸前高田市,19 ,3 ,8 ,17 ,31 ,17 ,19 ,1 ,0 ,2 
03,岩手県,03211,釜石市,143 ,5 ,11 ,43 ,64 ,27 ,25 ,2 ,4 ,4 
03,岩手県,03213,二戸市,21 ,3 ,17 ,34 ,47 ,23 ,34 ,1 ,0 ,5 
03,岩手県,03214,八幡平市,33 ,3 ,19 ,27 ,43 ,22 ,34 ,1 ,0 ,3 
03,岩手県,03215,奥州市,307 ,13 ,41 ,138 ,188 ,108 ,119 ,7 ,0 ,21 
03,岩手県,03216,滝沢市,44 ,6 ,4 ,52 ,97 ,50 ,35 ,3 ,0 ,13 
03,岩手県,03301,雫石町,44 ,3 ,16 ,18 ,26 ,15 ,20 ,1 ,0 ,4 
03,岩手県,03302,葛巻町,8 ,1 ,4 ,5 ,11 ,5 ,7 ,0 ,0 ,1 
